┌────────────┬────────────────────┬─────────────────┬────────────────┐
  │ l_orderkey │      revenue       │ o_orderdate_int │ o_shippriority │
  │   int32    │       double       │      int32      │     int32      │
  ├────────────┼────────────────────┼─────────────────┼────────────────┤
  │    2456423 │      406181.015625 │        19950305 │              0 │
  │    3459808 │     405838.7109375 │        19950304 │              0 │
  │     492164 │    390324.08203125 │        19950219 │              0 │
  │    1188320 │   384537.939453125 │        19950309 │              0 │
  │    2435712 │    378673.05859375 │        19950226 │              0 │
  │    4878020 │  378376.8054199219 │        19950312 │              0 │
  │    5521732 │    375153.91015625 │        19950313 │              0 │
  │    2628192 │  373133.3095703125 │        19950222 │              0 │
  │     993600 │   371407.447265625 │        19950305 │              0 │
  │    2300070 │     367371.1484375 │        19950313 │              0 │
  │    1166660 │   365967.435546875 │        19950227 │              0 │
  │    1083941 │    365184.48828125 │        19950221 │              0 │
  │     405063 │      359706.578125 │        19950303 │              0 │
  │    4212103 │ 356025.21044921875 │        19950214 │              0 │
  │    4232067 │    355384.53515625 │        19950221 │              0 │
  │     817603 │   354799.892578125 │        19950311 │              0 │
  │     408035 │   351700.189453125 │        19950308 │              0 │
  │    4463334 │ 350549.09033203125 │        19950314 │              0 │
  │    1546404 │  350411.0908203125 │        19950311 │              0 │
  │     345664 │    347632.92578125 │        19950308 │              0 │
  │        ·   │           ·        │            ·    │              · │
  │        ·   │           ·        │            ·    │              · │
  │        ·   │           ·        │            ·    │              · │
  │    2907297 │ 1238.1400146484375 │        19941218 │              0 │
  │    3321796 │ 1204.6480712890625 │        19950121 │              0 │
  │    3656999 │ 1204.4520263671875 │        19941215 │              0 │
  │    2535046 │    1195.4111328125 │        19950127 │              0 │
  │    4088736 │   1181.97900390625 │        19941213 │              0 │
  │     198694 │  1175.193603515625 │        19950116 │              0 │
  │     681414 │  1168.414794921875 │        19950225 │              0 │
  │     949024 │  1168.083740234375 │        19950115 │              0 │
  │    4513984 │    1130.2197265625 │        19950211 │              0 │
  │    1012066 │  1111.697998046875 │        19950125 │              0 │
  │    1023046 │ 1073.1265869140625 │        19941225 │              0 │
  │    5996519 │ 1068.9962158203125 │        19941206 │              0 │
  │    1033956 │ 1060.9439697265625 │        19941223 │              0 │
  │    1796705 │ 1019.3091430664062 │        19950103 │              0 │
  │    2674948 │ 1009.3872680664062 │        19950205 │              0 │
  │    4096903 │  966.7169799804688 │        19950131 │              0 │
  │    4276512 │  960.6799926757812 │        19941231 │              0 │
  │    4810887 │  947.0399780273438 │        19941231 │              0 │
  │     617767 │  901.5879516601562 │        19950217 │              0 │
  │    3283971 │  850.5180053710938 │        19941227 │              0 │
  ├────────────┴────────────────────┴─────────────────┴────────────────┤
  │ 11620 rows (40 shown)                                    4 columns │
  └────────────────────────────────────────────────────────────────────┘

  ┌────────────┬────────────────────┬─────────────────┬────────────────┐
  │ l_orderkey │      revenue       │ o_orderdate_int │ o_shippriority │
  │   int32    │       double       │      int32      │     int32      │
  ├────────────┼────────────────────┼─────────────────┼────────────────┤
  │     492164 │    390324.08203125 │        19950219 │              0 │
  │    1188320 │   384537.939453125 │        19950309 │              0 │
  │     993600 │   371407.447265625 │        19950305 │              0 │
  │    1166660 │   365967.435546875 │        19950227 │              0 │
  │    1083941 │    365184.48828125 │        19950221 │              0 │
  │     405063 │      359706.578125 │        19950303 │              0 │
  │     817603 │   354799.892578125 │        19950311 │              0 │
  │     408035 │   351700.189453125 │        19950308 │              0 │
  │     345664 │    347632.92578125 │        19950308 │              0 │
  │     775873 │   345317.892578125 │        19950313 │              0 │
  │     369862 │  341547.7810058594 │        19950314 │              0 │
  │    1124067 │   337439.205078125 │        19950312 │              0 │
  │     754912 │   337349.888671875 │        19950214 │              0 │
  │     217572 │    332211.62109375 │        19950305 │              0 │
  │    1175943 │     331847.7265625 │        19950313 │              0 │
  │     181793 │      329629.921875 │        19950214 │              0 │
  │     821158 │        328507.3125 │        19950109 │              0 │
  │     303360 │     328213.1640625 │        19950314 │              0 │
  │     891490 │   324468.619140625 │        19950308 │              0 │
  │     462502 │       321750.28125 │        19950308 │              0 │
  │        ·   │             ·      │            ·    │              · │
  │        ·   │             ·      │            ·    │              · │
  │        ·   │             ·      │            ·    │              · │
  │     228133 │    1861.7763671875 │        19950221 │              0 │
  │    1087366 │     1857.111328125 │        19941123 │              0 │
  │     164577 │ 1824.5670166015625 │        19950219 │              0 │
  │     391749 │        1782.671875 │        19941231 │              0 │
  │    1002593 │   1761.81005859375 │        19941128 │              0 │
  │     130853 │ 1734.3143310546875 │        19950110 │              0 │
  │    1208002 │ 1732.5762939453125 │        19950117 │              0 │
  │    1366342 │ 1717.5050048828125 │        19950104 │              0 │
  │     192353 │ 1676.8607177734375 │        19950208 │              0 │
  │     127971 │ 1540.8741455078125 │        19950107 │              0 │
  │     671713 │ 1334.3199462890625 │        19941229 │              0 │
  │     159171 │  1332.260009765625 │        19941203 │              0 │
  │    1092768 │ 1317.0870361328125 │        19950212 │              0 │
  │     198694 │  1175.193603515625 │        19950116 │              0 │
  │     681414 │  1168.414794921875 │        19950225 │              0 │
  │     949024 │  1168.083740234375 │        19950115 │              0 │
  │    1012066 │  1111.697998046875 │        19950125 │              0 │
  │    1023046 │ 1073.1265869140625 │        19941225 │              0 │
  │    1033956 │ 1060.9439697265625 │        19941223 │              0 │
  │     617767 │  901.5879516601562 │        19950217 │              0 │
  ├────────────┴────────────────────┴─────────────────┴────────────────┤
  │ 11620 rows (40 shown)                                    4 columns │
  └────────────────────────────────────────────────────────────────────┘
